"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"2020 Week 09 ending February 29, 2020"	"2020/09"	"#Alzheimer disease (G30)"	"GR113-052"	2519	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11688	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1866	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"#Alzheimer disease (G30)"	"GR113-052"	2511	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11552	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1739	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"#Alzheimer disease (G30)"	"GR113-052"	2445	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11718	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1827	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"#Alzheimer disease (G30)"	"GR113-052"	2515	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11758	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2038	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"#Alzheimer disease (G30)"	"GR113-052"	2749	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11574	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2296	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"#Alzheimer disease (G30)"	"GR113-052"	2870	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11532	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2357	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"#Alzheimer disease (G30)"	"GR113-052"	2963	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11199	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2267	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"#Alzheimer disease (G30)"	"GR113-052"	2899	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11348	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2083	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"#Alzheimer disease (G30)"	"GR113-052"	2803	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11082	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1932	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"#Alzheimer disease (G30)"	"GR113-052"	2727	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11000	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1969	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"#Alzheimer disease (G30)"	"GR113-052"	2499	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11260	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1969	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"#Alzheimer disease (G30)"	"GR113-052"	2432	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11101	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1833	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"#Alzheimer disease (G30)"	"GR113-052"	2416	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	10891	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1812	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"#Alzheimer disease (G30)"	"GR113-052"	2261	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11069	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1727	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"#Alzheimer disease (G30)"	"GR113-052"	2300	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11117	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1739	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"#Alzheimer disease (G30)"	"GR113-052"	2326	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11147	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1789	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"#Alzheimer disease (G30)"	"GR113-052"	2362	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11344	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1765	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"#Alzheimer disease (G30)"	"GR113-052"	2288	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11283	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1929	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"#Alzheimer disease (G30)"	"GR113-052"	2360	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11319	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1951	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"#Alzheimer disease (G30)"	"GR113-052"	2471	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11354	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1885	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"#Alzheimer disease (G30)"	"GR113-052"	2500	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11547	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1954	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"#Alzheimer disease (G30)"	"GR113-052"	2509	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11499	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1988	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"#Alzheimer disease (G30)"	"GR113-052"	2499	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11513	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1797	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"#Alzheimer disease (G30)"	"GR113-052"	2430	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11694	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1892	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"#Alzheimer disease (G30)"	"GR113-052"	2527	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11508	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1934	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"#Alzheimer disease (G30)"	"GR113-052"	2566	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11561	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1882	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"#Alzheimer disease (G30)"	"GR113-052"	2428	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11363	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1837	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"#Alzheimer disease (G30)"	"GR113-052"	2505	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11460	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1894	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"#Alzheimer disease (G30)"	"GR113-052"	2330	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11609	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1859	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"#Alzheimer disease (G30)"	"GR113-052"	2372	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11858	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1841	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"#Alzheimer disease (G30)"	"GR113-052"	2498	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11412	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1891	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"#Alzheimer disease (G30)"	"GR113-052"	2414	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11814	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1895	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"#Alzheimer disease (G30)"	"GR113-052"	2515	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11304	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1839	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"#Alzheimer disease (G30)"	"GR113-052"	2538	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11666	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1836	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"#Alzheimer disease (G30)"	"GR113-052"	2571	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11513	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1934	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"#Alzheimer disease (G30)"	"GR113-052"	2457	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11795	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1961	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"#Alzheimer disease (G30)"	"GR113-052"	2663	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11739	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2023	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"#Alzheimer disease (G30)"	"GR113-052"	2736	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11608	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2114	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"#Alzheimer disease (G30)"	"GR113-052"	2656	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11380	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2149	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"#Alzheimer disease (G30)"	"GR113-052"	2775	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11341	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2211	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"#Alzheimer disease (G30)"	"GR113-052"	2842	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11888	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2300	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"#Alzheimer disease (G30)"	"GR113-052"	2936	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11774	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2355	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"#Alzheimer disease (G30)"	"GR113-052"	3060	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11683	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2327	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"#Alzheimer disease (G30)"	"GR113-052"	2984	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11680	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2443	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"#Alzheimer disease (G30)"	"GR113-052"	3076	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11322	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2374	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"#Alzheimer disease (G30)"	"GR113-052"	2945	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11837	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2470	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"#Alzheimer disease (G30)"	"GR113-052"	2994	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11566	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2212	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"#Alzheimer disease (G30)"	"GR113-052"	2930	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11681	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2183	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"#Alzheimer disease (G30)"	"GR113-052"	2649	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11595	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2102	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	2597	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11470	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2086	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	2397	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11404	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2300	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	2494	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11599	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2001	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	2482	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11430	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1979	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	2304	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11403	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1914	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	2300	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11288	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1983	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	2183	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11411	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1921	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	2251	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	11083	Not Applicable	Not Applicable
