"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"MCD - ICD-10 113 Cause List"	"MCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"2020 Week 10 ending March 07, 2020"	"2020/10"	"Alzheimer disease (G30)"	"GR113-052"	3088	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12933	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6031	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 11 ending March 14, 2020"	"2020/11"	"Alzheimer disease (G30)"	"GR113-052"	2967	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13083	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6173	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 12 ending March 21, 2020"	"2020/12"	"Alzheimer disease (G30)"	"GR113-052"	3008	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13249	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7031	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 13 ending March 28, 2020"	"2020/13"	"Alzheimer disease (G30)"	"GR113-052"	3371	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13402	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8618	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 14 ending April 04, 2020"	"2020/14"	"Alzheimer disease (G30)"	"GR113-052"	3629	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13499	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9826	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 15 ending April 11, 2020"	"2020/15"	"Alzheimer disease (G30)"	"GR113-052"	3851	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13110	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9341	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 16 ending April 18, 2020"	"2020/16"	"Alzheimer disease (G30)"	"GR113-052"	3966	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13138	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8777	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 17 ending April 25, 2020"	"2020/17"	"Alzheimer disease (G30)"	"GR113-052"	3890	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12855	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8087	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 18 ending May 02, 2020"	"2020/18"	"Alzheimer disease (G30)"	"GR113-052"	3725	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12621	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7854	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 19 ending May 09, 2020"	"2020/19"	"Alzheimer disease (G30)"	"GR113-052"	3366	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12798	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7568	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 20 ending May 16, 2020"	"2020/20"	"Alzheimer disease (G30)"	"GR113-052"	3298	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12631	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7019	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 21 ending May 23, 2020"	"2020/21"	"Alzheimer disease (G30)"	"GR113-052"	3154	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12381	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6804	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 22 ending May 30, 2020"	"2020/22"	"Alzheimer disease (G30)"	"GR113-052"	2968	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12528	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6554	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 23 ending June 06, 2020"	"2020/23"	"Alzheimer disease (G30)"	"GR113-052"	2944	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12466	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6487	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 24 ending June 13, 2020"	"2020/24"	"Alzheimer disease (G30)"	"GR113-052"	2939	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12516	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6466	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 25 ending June 20, 2020"	"2020/25"	"Alzheimer disease (G30)"	"GR113-052"	3034	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12723	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6615	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 26 ending June 27, 2020"	"2020/26"	"Alzheimer disease (G30)"	"GR113-052"	2910	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12674	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6825	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 27 ending July 04, 2020"	"2020/27"	"Alzheimer disease (G30)"	"GR113-052"	2987	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12802	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7374	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 28 ending July 11, 2020"	"2020/28"	"Alzheimer disease (G30)"	"GR113-052"	3120	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12890	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7435	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 29 ending July 18, 2020"	"2020/29"	"Alzheimer disease (G30)"	"GR113-052"	3205	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13167	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7860	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 30 ending July 25, 2020"	"2020/30"	"Alzheimer disease (G30)"	"GR113-052"	3284	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13056	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7940	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 31 ending August 01, 2020"	"2020/31"	"Alzheimer disease (G30)"	"GR113-052"	3293	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13063	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7709	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 32 ending August 08, 2020"	"2020/32"	"Alzheimer disease (G30)"	"GR113-052"	3203	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13153	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7525	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 33 ending August 15, 2020"	"2020/33"	"Alzheimer disease (G30)"	"GR113-052"	3258	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12964	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7062	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 34 ending August 22, 2020"	"2020/34"	"Alzheimer disease (G30)"	"GR113-052"	3274	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12992	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6935	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 35 ending August 29, 2020"	"2020/35"	"Alzheimer disease (G30)"	"GR113-052"	3116	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12814	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6779	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 36 ending September 05, 2020"	"2020/36"	"Alzheimer disease (G30)"	"GR113-052"	3152	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12916	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6681	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 37 ending September 12, 2020"	"2020/37"	"Alzheimer disease (G30)"	"GR113-052"	2983	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13049	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6564	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 38 ending September 19, 2020"	"2020/38"	"Alzheimer disease (G30)"	"GR113-052"	2987	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13366	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6760	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 39 ending September 26, 2020"	"2020/39"	"Alzheimer disease (G30)"	"GR113-052"	3105	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12826	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6642	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 40 ending October 03, 2020"	"2020/40"	"Alzheimer disease (G30)"	"GR113-052"	3043	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13320	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7039	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 41 ending October 10, 2020"	"2020/41"	"Alzheimer disease (G30)"	"GR113-052"	3203	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12836	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6822	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 42 ending October 17, 2020"	"2020/42"	"Alzheimer disease (G30)"	"GR113-052"	3225	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13272	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7119	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 43 ending October 24, 2020"	"2020/43"	"Alzheimer disease (G30)"	"GR113-052"	3365	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13144	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7281	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 44 ending October 31, 2020"	"2020/44"	"Alzheimer disease (G30)"	"GR113-052"	3278	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13541	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7803	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Alzheimer disease (G30)"	"GR113-052"	3568	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13534	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8234	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Alzheimer disease (G30)"	"GR113-052"	3685	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13487	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8754	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Alzheimer disease (G30)"	"GR113-052"	3612	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13372	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9032	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Alzheimer disease (G30)"	"GR113-052"	3899	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13465	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9603	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Alzheimer disease (G30)"	"GR113-052"	4078	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Malignant neoplasms (C00-C97)"	"GR113-019"	14082	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Diabetes mellitus (E10-E14)"	"GR113-046"	10290	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Alzheimer disease (G30)"	"GR113-052"	4287	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13935	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Diabetes mellitus (E10-E14)"	"GR113-046"	10367	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Alzheimer disease (G30)"	"GR113-052"	4369	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Malignant neoplasms (C00-C97)"	"GR113-019"	14068	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Diabetes mellitus (E10-E14)"	"GR113-046"	10744	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Alzheimer disease (G30)"	"GR113-052"	4283	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Malignant neoplasms (C00-C97)"	"GR113-019"	14090	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Diabetes mellitus (E10-E14)"	"GR113-046"	11048	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Alzheimer disease (G30)"	"GR113-052"	4409	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week Not Available"	"2020/99"	"Diabetes mellitus (E10-E14)"	"GR113-046"	34	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13679	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Diabetes mellitus (E10-E14)"	"GR113-046"	11174	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Alzheimer disease (G30)"	"GR113-052"	4257	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Malignant neoplasms (C00-C97)"	"GR113-019"	14284	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Diabetes mellitus (E10-E14)"	"GR113-046"	11194	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Alzheimer disease (G30)"	"GR113-052"	4237	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13904	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Diabetes mellitus (E10-E14)"	"GR113-046"	10419	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Alzheimer disease (G30)"	"GR113-052"	4087	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13787	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9874	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Alzheimer disease (G30)"	"GR113-052"	3656	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13655	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Diabetes mellitus (E10-E14)"	"GR113-046"	9259	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Alzheimer disease (G30)"	"GR113-052"	3527	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13357	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8564	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Alzheimer disease (G30)"	"GR113-052"	3172	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13215	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Diabetes mellitus (E10-E14)"	"GR113-046"	8740	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Alzheimer disease (G30)"	"GR113-052"	3205	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13385	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7832	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Alzheimer disease (G30)"	"GR113-052"	3121	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13008	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7480	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Alzheimer disease (G30)"	"GR113-052"	2861	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12952	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7200	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Alzheimer disease (G30)"	"GR113-052"	2794	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12760	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6894	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"Alzheimer disease (G30)"	"GR113-052"	2727	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12875	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"Diabetes mellitus (E10-E14)"	"GR113-046"	7083	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 12 ending March 27, 2021"	"2021/12"	"Alzheimer disease (G30)"	"GR113-052"	2754	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"Malignant neoplasms (C00-C97)"	"GR113-019"	12569	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6700	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 13 ending April 03, 2021"	"2021/13"	"Alzheimer disease (G30)"	"GR113-052"	2545	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"Malignant neoplasms (C00-C97)"	"GR113-019"	13034	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 14 ending April 10, 2021"	"2021/14"	"Diabetes mellitus (E10-E14)"	"GR113-046"	6874	Not Applicable	Not Applicable
