"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"Residence State"	"Residence State Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	84	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	81	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	854	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	147	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 45 ending November 07, 2020"	"2020/45"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	261	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1160	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	246	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	385	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	642	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	108	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	67	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	847	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	165	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 46 ending November 14, 2020"	"2020/46"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	262	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1164	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	258	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	376	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	616	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	111	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	73	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	733	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	167	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	231	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1158	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	229	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	360	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	611	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	110	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	77	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	785	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	184	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	208	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1142	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	264	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	383	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	590	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	112	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	77	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	751	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	164	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	242	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1196	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	305	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	412	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	653	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	107	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	81	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	807	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	161	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	248	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1213	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	332	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	469	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	639	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	129	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	69	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	806	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	187	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	254	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1217	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	359	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	514	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	646	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	96	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	84	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	812	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	180	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	269	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1223	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	383	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	495	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	604	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	115	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	104	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	787	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	180	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	289	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1147	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	344	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	499	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	556	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	119	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	84	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	759	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	188	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	243	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1135	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	352	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	508	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	652	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	107	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	89	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	809	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	191	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	272	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1131	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	288	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	454	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	595	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	108	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	89	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	851	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	171	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	297	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1192	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	262	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	427	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	632	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	127	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	73	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	802	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	161	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	233	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1177	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	261	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	423	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	603	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	116	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	92	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	830	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	157	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	205	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1186	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	243	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	324	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	631	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	102	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	74	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	788	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	170	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	224	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1082	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	231	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	369	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	576	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	119	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	89	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	771	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	247	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	251	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1095	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	216	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	344	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	612	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	111	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"#Alzheimer disease (G30)"	"GR113-052"	70	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	812	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	183	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"#Alzheimer disease (G30)"	"GR113-052"	250	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1146	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	240	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"#Alzheimer disease (G30)"	"GR113-052"	340	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"New York"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	592	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"New York"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	121	Not Applicable	Not Applicable
