"Notes"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"Residence State"	"Residence State Code"	"MCD - ICD-10 113 Cause List"	"MCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	957	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	463	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	718	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	340	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	98	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	870	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	787	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 47 ending November 21, 2020"	"2020/47"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	307	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1319	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	981	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	477	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	706	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	375	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	110	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	932	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	817	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 48 ending November 28, 2020"	"2020/48"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	293	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1361	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1142	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	520	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	691	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	415	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	119	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	885	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	826	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 49 ending December 05, 2020"	"2020/49"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	311	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1399	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1323	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	592	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	768	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	415	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	132	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	955	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	927	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 50 ending December 12, 2020"	"2020/50"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	351	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1456	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1577	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	663	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	753	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	430	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	111	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	933	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	916	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 51 ending December 19, 2020"	"2020/51"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	331	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1521	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1922	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	739	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	776	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	454	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	140	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	971	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	913	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 52 ending December 26, 2020"	"2020/52"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	368	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1508	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	2017	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	775	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	740	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	490	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	151	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	953	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1012	Not Applicable	Not Applicable
	"2020"	"2020"	"2020 Week 53 ending January 02, 2021"	"2020/53"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	390	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1464	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	2158	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	803	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	685	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	513	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	125	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	925	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1018	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 01 ending January 09, 2021"	"2021/01"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	354	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1471	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	2148	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	747	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	819	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	441	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	149	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	991	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1087	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 02 ending January 16, 2021"	"2021/02"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	375	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1422	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1801	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	658	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	762	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	471	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	145	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1032	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	997	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 03 ending January 23, 2021"	"2021/03"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	416	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1425	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1617	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	608	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	774	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	504	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	124	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	973	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	989	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 04 ending January 30, 2021"	"2021/04"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	327	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1416	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1487	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	575	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	741	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	508	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	138	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	988	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	904	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 05 ending February 06, 2021"	"2021/05"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	288	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1412	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1284	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	440	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	774	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	439	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	111	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	938	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	833	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 06 ending February 13, 2021"	"2021/06"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	273	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1256	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1157	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	481	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	722	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	480	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	119	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	914	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	985	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 07 ending February 20, 2021"	"2021/07"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	335	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1274	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	1013	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	441	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	755	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	446	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	113	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	925	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	804	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 08 ending February 27, 2021"	"2021/08"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	311	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1299	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	955	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	423	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	709	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	423	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	106	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	950	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	726	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 09 ending March 06, 2021"	"2021/09"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	267	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1338	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	910	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	415	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	732	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"New York"	"36"	"Diabetes mellitus (E10-E14)"	"GR113-046"	395	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"New York"	"36"	"Alzheimer disease (G30)"	"GR113-052"	100	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Texas"	"48"	"Malignant neoplasms (C00-C97)"	"GR113-019"	884	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Texas"	"48"	"Diabetes mellitus (E10-E14)"	"GR113-046"	643	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 10 ending March 13, 2021"	"2021/10"	"Texas"	"48"	"Alzheimer disease (G30)"	"GR113-052"	255	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"California"	"06"	"Malignant neoplasms (C00-C97)"	"GR113-019"	1285	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"California"	"06"	"Diabetes mellitus (E10-E14)"	"GR113-046"	854	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"California"	"06"	"Alzheimer disease (G30)"	"GR113-052"	415	Not Applicable	Not Applicable
	"2021"	"2021"	"2021 Week 11 ending March 20, 2021"	"2021/11"	"New York"	"36"	"Malignant neoplasms (C00-C97)"	"GR113-019"	714	Not Applicable	Not Applicable
